User_ID,Account_Age,Email_Verified,Phone_Verified,Total_Products_Ordered,Return_Attempts,Successful_Returns,Complaints_Raised,Complaints_Refuted,Frequent_Location,Total_Reviews_Written,Legitimacy_Score,Normalized_Legitimacy_Score,Password
U1286,3,FALSE,TRUE,45,18,5,13,0,Johnmouth,66,3,0.31512605,oynhjokh
U1287,8,FALSE,FALSE,51,2,9,0,15,South Teresa,13,140,0.507002801,wotztnch
U1288,8,FALSE,TRUE,163,14,17,14,11,North Markmouth,13,66,0.403361345,dactdvyy
U1289,9,TRUE,FALSE,191,4,8,18,4,Maloneville,54,171,0.550420168,nifvyhbf
U1290,3,FALSE,FALSE,50,15,1,11,8,New Lisaside,8,-75,0.205882353,axuvybrl
U1291,8,TRUE,FALSE,63,9,10,14,3,Lake Matthewborough,30,-1,0.30952381,mttofkjz
U1292,4,FALSE,TRUE,101,16,11,0,8,North Amandaside,5,107,0.460784314,nrhuipkt
U1293,8,TRUE,TRUE,180,2,13,9,9,Ramosshire,23,261,0.676470588,acdrpnzu
U1294,4,FALSE,FALSE,171,19,8,10,13,Port Dawnburgh,57,147,0.516806723,flgkejxe
U1295,5,FALSE,TRUE,6,14,14,2,10,West Annahaven,31,60,0.394957983,sahpbihn
U1296,1,TRUE,TRUE,141,17,8,18,7,Port Charles,97,191,0.578431373,hkxfuunf
U1297,5,TRUE,FALSE,186,12,7,2,12,Millertown,71,354,0.806722689,pcswtocq
U1298,4,TRUE,FALSE,57,14,15,5,12,New Marciafurt,97,219,0.617647059,kfoovbzj
U1299,7,TRUE,FALSE,189,4,4,0,13,Andrewborough,24,338,0.784313725,deabuine
U1300,4,TRUE,TRUE,54,12,19,17,4,North Erin,25,-36,0.260504202,friqkcrb
U1301,6,TRUE,FALSE,31,13,10,4,11,North Steven,24,71,0.410364146,hmnrjadj
U1302,4,TRUE,TRUE,164,14,17,13,0,Sharichester,92,222,0.621848739,rteweamk
U1303,1,FALSE,FALSE,79,1,19,19,8,Rodneyburgh,96,80,0.422969188,rijbncfs
U1304,8,FALSE,FALSE,98,3,11,12,2,North Emily,2,-29,0.270308123,mftoenam
U1305,9,FALSE,TRUE,17,0,16,17,19,Lake Prestonfurt,37,52,0.383753501,rgkecgsy
U1306,3,TRUE,FALSE,56,4,4,2,8,Brianachester,54,212,0.607843137,afxjkxwr
U1307,2,FALSE,FALSE,79,14,14,13,1,Angelahaven,95,50,0.380952381,bsodqyce
U1308,7,TRUE,FALSE,112,3,17,16,1,East Tanyamouth,78,128,0.490196078,lxufrahr
U1309,4,FALSE,TRUE,44,5,2,3,13,Robertstown,62,232,0.635854342,yhbednje
U1310,4,TRUE,TRUE,125,16,1,11,10,Hamiltonborough,7,105,0.457983193,piqkjuhs
U1311,2,FALSE,FALSE,73,11,1,4,2,Meganland,38,66,0.403361345,ilboeflo
U1312,5,FALSE,TRUE,81,0,19,13,10,Erinshire,14,51,0.382352941,gfsocgse
U1313,5,TRUE,FALSE,199,3,6,9,8,South George,17,216,0.613445378,peuglrna
U1314,9,FALSE,TRUE,107,4,14,6,3,Pooleshire,36,154,0.526610644,kyznuvyn
U1315,9,TRUE,FALSE,163,3,9,16,14,Lake David,61,230,0.633053221,falyaohr
U1316,4,TRUE,TRUE,137,14,17,14,5,Lake Nancyside,33,92,0.43977591,oqgdfzmw
U1317,2,FALSE,FALSE,106,0,3,16,14,Randyfort,38,90,0.43697479,rkxxfczu
U1318,4,FALSE,TRUE,5,3,3,19,3,Lewisstad,80,27,0.348739496,zkncnqls
U1319,1,FALSE,FALSE,1,10,15,8,9,Smithchester,17,-78,0.201680672,xjifzeby
U1320,9,FALSE,TRUE,44,11,1,7,18,New Oscar,25,125,0.485994398,xbzauzco
U1321,7,TRUE,FALSE,37,15,7,10,12,Port Ruthport,87,146,0.515406162,hdztnudx
U1322,8,FALSE,FALSE,140,19,10,7,0,Vanessaport,50,71,0.410364146,ktzixggt
U1323,1,FALSE,TRUE,9,14,5,11,19,East Michelle,59,84,0.428571429,wemtoxqb
U1324,6,FALSE,FALSE,143,19,4,17,19,South Toddmouth,19,15,0.331932773,uzocewca
U1325,5,FALSE,TRUE,172,11,19,9,19,Byrdmouth,7,158,0.532212885,heghlvwb
U1326,8,FALSE,TRUE,79,11,9,9,6,Davisland,97,206,0.599439776,yepgngal
U1327,1,TRUE,TRUE,124,6,13,7,8,South Lori,45,230,0.633053221,bkbwxggq
U1328,2,FALSE,TRUE,33,6,19,12,17,South Ethan,29,42,0.369747899,xdzevnin
U1329,1,TRUE,TRUE,128,15,18,3,17,Port Andrewmouth,79,332,0.775910364,lsbtozrp
U1330,8,FALSE,FALSE,88,15,7,0,16,Besthaven,79,253,0.665266106,sgmirnxa
U1331,9,FALSE,FALSE,87,7,16,18,0,West Christina,77,12,0.327731092,dnduafqb
U1332,8,TRUE,FALSE,15,17,1,8,8,East Jasonmouth,61,76,0.417366947,zzauliqk
U1333,9,FALSE,TRUE,196,13,14,6,16,Sanfordside,27,245,0.654061625,mxhtduce
U1334,9,FALSE,TRUE,195,16,4,6,2,Wilsonmouth,69,263,0.679271709,bemhopco
U1335,4,TRUE,TRUE,6,11,6,7,14,West Whitney,57,161,0.536414566,reayynze
U1336,2,FALSE,FALSE,34,4,11,10,15,Leebury,27,25,0.345938375,uvwmpfrr
U1337,9,FALSE,TRUE,23,18,17,1,6,Thompsonberg,25,37,0.362745098,eqysifgv
U1338,8,TRUE,FALSE,52,6,10,5,14,East Yolandaton,68,224,0.62464986,qpkkidwy
U1339,5,FALSE,FALSE,1,19,2,12,2,Arnoldton,48,-102,0.168067227,gxzbivsq
U1340,6,FALSE,FALSE,172,9,11,2,14,New Julie,87,341,0.788515406,dbgogjhm
U1341,6,FALSE,TRUE,187,1,0,15,14,Lake Sophialand,31,226,0.62745098,lhdhfffl
U1342,7,FALSE,TRUE,196,19,11,7,18,West Lesliefurt,78,319,0.757703081,sphaqbcv
U1343,6,FALSE,TRUE,76,11,7,9,9,New Deborahmouth,36,96,0.445378151,utqvrbjg
U1344,1,FALSE,TRUE,195,16,0,14,5,South Hunterberg,10,72,0.411764706,vcckdnql
U1345,4,FALSE,TRUE,55,18,14,14,15,Smithhaven,85,100,0.450980392,tprjbztu
U1346,7,FALSE,TRUE,50,8,3,7,12,Nobleborough,8,74,0.414565826,kagswpny
U1347,4,FALSE,TRUE,118,11,2,19,4,New Marissatown,34,15,0.331932773,xuiaddpz
U1348,4,FALSE,TRUE,29,10,17,17,17,North Jennifer,3,-76,0.204481793,fljcyrao
U1349,2,TRUE,FALSE,62,9,16,17,18,Bethfurt,38,35,0.359943978,pyngvtlj
U1350,2,TRUE,TRUE,195,12,4,16,9,Barbaraville,64,244,0.652661064,ocevrvdb
U1351,4,TRUE,TRUE,119,14,1,5,4,South Joshuastad,49,223,0.6232493,kvupkxzl
U1352,1,TRUE,FALSE,167,13,1,0,3,New Thomas,60,287,0.712885154,hjfmeweh
U1353,6,TRUE,FALSE,141,8,9,14,4,Lake Ianshire,0,25,0.345938375,xtvdimtm
U1354,3,TRUE,FALSE,72,2,3,5,5,New Karenton,39,165,0.542016807,kegkfpul
U1355,1,TRUE,TRUE,1,19,18,17,10,West Christine,73,-2,0.308123249,bdqsoyyi
U1356,8,FALSE,TRUE,194,17,7,19,12,Leefort,69,169,0.547619048,copcbdtz
U1357,9,TRUE,TRUE,73,7,19,13,16,East Shawn,41,150,0.521008403,zwpdlobl
U1358,8,FALSE,TRUE,6,6,7,16,3,West Wandafort,2,-113,0.152661064,eanztasb
U1359,9,TRUE,FALSE,145,6,3,6,6,Johnsonbury,35,217,0.614845938,syqkayvf
U1360,4,FALSE,TRUE,83,18,5,14,5,New Melindamouth,61,48,0.378151261,sokikuqo
U1361,1,TRUE,FALSE,152,3,0,6,0,East Meganview,73,275,0.696078431,qkiuxmhn
U1362,4,TRUE,TRUE,142,0,16,19,14,Lake Laurahaven,55,208,0.602240896,zakbskqd
U1363,6,FALSE,FALSE,178,6,4,14,7,Port Rachel,80,207,0.600840336,bgyadvup
U1364,7,TRUE,FALSE,150,0,14,4,2,Brownville,8,172,0.551820728,uquvjxky
U1365,5,FALSE,TRUE,139,6,5,14,18,Cabrerabury,96,301,0.732492997,rhgirala
U1366,4,FALSE,FALSE,185,3,16,2,10,Port Mary,18,212,0.607843137,ycetiljl
U1367,8,FALSE,TRUE,90,16,12,9,15,New Teresa,16,69,0.407563025,frayrvhn
U1368,1,TRUE,TRUE,171,2,4,6,13,Port Victoria,35,330,0.773109244,akbxvise
U1369,4,FALSE,FALSE,65,12,16,7,11,East Chelseashire,85,136,0.50140056,bedwcziq
U1370,9,FALSE,TRUE,138,3,17,18,2,Port Candacestad,89,165,0.542016807,nfyiousl
U1371,5,TRUE,TRUE,154,14,19,14,2,Brittanyshire,65,156,0.529411765,eymeauli
U1372,2,TRUE,FALSE,136,1,7,17,3,New Anthony,93,202,0.593837535,lxejpfxp
U1373,4,TRUE,TRUE,91,16,10,11,10,East Tanya,97,233,0.637254902,cpcoysko
U1374,3,TRUE,TRUE,108,10,1,11,10,Rodriguezstad,30,162,0.537815126,ijvkungk
U1375,7,FALSE,FALSE,80,13,7,13,18,Dennisbury,0,-25,0.275910364,adjmsmqx
U1376,7,TRUE,TRUE,26,18,8,6,6,Michelleburgh,54,112,0.467787115,batblsdz
U1377,6,TRUE,TRUE,145,15,12,8,18,North Alejandro,56,280,0.703081232,duowdpfj
U1378,3,FALSE,TRUE,58,14,15,19,18,Port Tyler,27,-32,0.266106443,evryufgv
U1379,6,FALSE,FALSE,179,1,18,1,11,New Adamfort,58,311,0.746498599,cnzkszkl
U1380,9,FALSE,FALSE,131,7,6,6,8,Wilsonfurt,6,94,0.442577031,elselqjc
U1381,2,TRUE,FALSE,23,19,6,12,7,South Richard,40,-35,0.261904762,tvkfjtox
U1382,7,TRUE,FALSE,148,5,8,10,3,Jeffreymouth,78,242,0.649859944,vzhqcxgj
U1383,4,TRUE,TRUE,77,8,16,11,7,Howellport,60,158,0.532212885,bjqkabdf
U1384,6,FALSE,TRUE,99,0,17,7,16,New Angela,23,183,0.567226891,codqcpxf
U1385,5,TRUE,TRUE,49,4,8,17,7,Hernandezburgh,40,68,0.406162465,rtqgkeht
U1386,4,TRUE,TRUE,31,5,8,4,18,Joanneborough,69,286,0.711484594,hpiqhlot
U1387,6,FALSE,TRUE,35,12,1,2,13,South Debbie,84,248,0.658263305,uaybkawy
U1388,6,TRUE,FALSE,96,7,5,3,1,Lake Paul,43,174,0.554621849,vnghltjz
U1389,1,TRUE,TRUE,52,15,9,18,2,Sarahborough,91,73,0.413165266,kpsiwelu
U1390,5,TRUE,TRUE,119,13,10,18,6,East Susan,58,110,0.464985994,sgowjuyq
U1391,6,TRUE,FALSE,41,13,14,4,18,East Todd,33,126,0.487394958,pioqwyde
U1392,2,TRUE,TRUE,13,5,16,10,2,Lake David,80,130,0.492997199,qxhhptjl
U1393,4,TRUE,TRUE,184,18,2,6,11,West Jacquelinemouth,7,207,0.600840336,ftburjqy
U1394,6,FALSE,FALSE,72,9,14,1,7,Zamorafurt,91,218,0.616246499,uwpredex
U1395,4,FALSE,FALSE,157,4,8,6,7,West Kyle,93,290,0.717086835,qrwuutik
U1396,8,TRUE,TRUE,106,0,13,19,11,West Keithfurt,37,135,0.5,xvrvdwys
U1397,8,TRUE,TRUE,49,5,15,19,2,Derekville,3,-64,0.221288515,jqpyialg
U1398,2,FALSE,TRUE,71,19,10,16,18,New Kellyhaven,36,12,0.327731092,jybgufdk
U1399,8,FALSE,TRUE,54,4,14,9,13,Calvintown,79,205,0.598039216,soqkolcu
U1400,2,FALSE,TRUE,55,5,2,5,3,Alexandermouth,64,173,0.553221289,ebbtjbpe
U1401,8,FALSE,TRUE,187,11,2,5,2,New Jameschester,34,222,0.621848739,wapjzush
U1402,2,FALSE,TRUE,191,11,16,6,17,South Alyssa,33,249,0.659663866,xtoymxyi
U1403,9,FALSE,TRUE,172,5,18,16,13,West Monica,21,126,0.487394958,opzjbrpw
U1404,5,TRUE,FALSE,64,9,16,0,15,New Pedro,76,274,0.694677871,fnraaxkk
U1405,6,TRUE,FALSE,147,1,13,15,17,West Jessicaport,65,243,0.651260504,vbniprbb
U1406,3,FALSE,TRUE,26,3,13,8,12,Michaelview,50,121,0.480392157,nomhkefz
U1407,4,TRUE,FALSE,75,8,9,12,10,North Derrickland,22,49,0.379551821,rlrcvoxy
U1408,5,TRUE,FALSE,199,3,13,5,19,Lake Angela,69,401,0.87254902,qwmzbnmk
U1409,4,FALSE,FALSE,101,16,8,8,10,West Antonio,78,139,0.505602241,nbmtqtet
U1410,8,FALSE,FALSE,146,14,13,13,12,Smithton,85,166,0.543417367,qexbzars
U1411,8,FALSE,FALSE,77,14,14,7,13,Stephanieborough,64,118,0.476190476,imbruxvi
U1412,9,FALSE,TRUE,101,9,9,16,8,New Kevin,72,130,0.492997199,bzvpuuvd
U1413,1,TRUE,FALSE,68,5,15,18,10,Sawyerberg,26,-13,0.292717087,ykdqjvff
U1414,3,TRUE,FALSE,156,11,12,4,12,East Wendyburgh,12,177,0.558823529,bkqkuddz
U1415,8,FALSE,TRUE,130,19,15,9,12,South Sherry,13,67,0.404761905,hsakrwrr
U1416,5,TRUE,TRUE,193,13,5,14,13,Marissastad,37,227,0.628851541,lcgpwmqw
U1417,7,FALSE,FALSE,2,0,1,17,2,New Jacobmouth,17,-112,0.154061625,pyexjdwh
U1418,8,TRUE,TRUE,28,19,9,6,17,West Zachary,4,64,0.400560224,losefwbl
U1419,5,TRUE,TRUE,8,8,11,15,16,Guzmanville,61,108,0.462184874,lynvndgy
U1420,9,TRUE,TRUE,133,16,19,16,11,Port Gabriela,76,180,0.56302521,rbzhxpth
U1421,4,TRUE,FALSE,59,15,2,0,5,Lake Michael,54,171,0.550420168,inmzdqmk
U1422,9,FALSE,FALSE,156,19,18,10,3,West Alexanderport,78,114,0.470588235,pqdhqqsq
U1423,8,FALSE,FALSE,21,13,17,10,12,Debbietown,93,84,0.428571429,zjlpwzrq
U1424,9,TRUE,TRUE,139,3,6,8,8,New Robertchester,79,348,0.798319328,iheprrhg
U1425,2,FALSE,FALSE,38,8,14,5,10,Nelsonborough,46,66,0.403361345,idmwyibu
U1426,6,FALSE,FALSE,9,6,5,6,5,Lake Jacobfort,39,24,0.344537815,rrxbuxph
U1427,3,FALSE,FALSE,184,7,6,5,1,Jesusland,96,290,0.717086835,bicweepp
U1428,1,TRUE,TRUE,149,6,15,5,18,Lynchmouth,62,355,0.808123249,qxgkrvzo
U1429,4,TRUE,FALSE,173,1,15,7,5,Port Johnstad,22,195,0.584033613,mungsdzk
U1430,7,TRUE,FALSE,12,8,10,3,16,East Kellyfurt,69,204,0.596638655,zomeemhy
U1431,3,TRUE,TRUE,44,5,5,11,4,Janetberg,15,55,0.387955182,mfstmijp
U1432,9,FALSE,TRUE,129,6,10,9,1,Ryanstad,75,212,0.607843137,qvskmezo
U1433,8,FALSE,TRUE,95,5,8,3,4,Marystad,18,146,0.515406162,ryxkcwhs
U1434,4,FALSE,TRUE,173,11,6,17,6,Loriland,85,194,0.582633053,vcfuxzii
U1435,8,FALSE,FALSE,8,6,18,9,13,East Sergio,97,127,0.488795518,gytjqayg
U1436,4,TRUE,FALSE,145,0,3,0,8,Elijahview,13,263,0.679271709,bbymrmwi
U1437,3,FALSE,TRUE,144,11,12,0,3,West Reginaldtown,88,312,0.74789916,fxscwtkk
U1438,3,TRUE,FALSE,149,5,19,6,7,Morenoside,3,123,0.483193277,qgsthqss
U1439,4,FALSE,FALSE,27,0,15,15,13,Port Amy,29,-22,0.280112045,wkvjeudi
U1440,1,TRUE,TRUE,91,9,17,12,12,Port Juantown,16,86,0.431372549,ikfonxbz
U1441,1,FALSE,TRUE,130,0,8,18,8,Masonbury,87,200,0.591036415,cpaxchxj
U1442,4,TRUE,TRUE,81,9,4,2,7,Smithfort,72,295,0.724089636,yrvnuzxz
U1443,1,FALSE,FALSE,129,9,3,15,6,Lake Amyville,20,0,0.31092437,unypbskx
U1444,3,TRUE,TRUE,67,16,16,12,8,West Ryan,30,41,0.368347339,ndqlqsjx
U1445,7,TRUE,TRUE,114,15,0,0,10,South Ashleytown,37,277,0.698879552,ttcijgmu
U1446,6,TRUE,FALSE,108,4,14,7,19,New Jon,60,267,0.68487395,ijmebwdm
U1447,3,FALSE,FALSE,178,5,14,5,2,West Seanland,90,271,0.69047619,dkluzynm
U1448,3,TRUE,TRUE,76,1,16,12,5,South Raymond,14,78,0.420168067,fxihymet
U1449,8,FALSE,FALSE,110,0,12,11,0,Chungmouth,33,58,0.392156863,cccempwq
U1450,9,TRUE,FALSE,86,13,9,2,2,West Nicoleshire,48,157,0.530812325,svlyaawf
U1451,9,TRUE,FALSE,108,6,6,6,6,Richardmouth,19,142,0.509803922,sjbypvrw
U1452,8,FALSE,TRUE,107,14,2,5,14,Keithhaven,51,221,0.620448179,cdrkxaxc
U1453,2,TRUE,TRUE,1,12,7,7,10,Marymouth,72,155,0.528011204,ihiokapy
U1454,5,TRUE,TRUE,124,4,11,19,13,Amberstad,0,67,0.404761905,oxlngeff
U1455,6,TRUE,FALSE,66,14,12,19,18,Davidstad,49,32,0.355742297,cbgjdvrd
U1456,5,FALSE,TRUE,32,19,10,18,8,Petersenmouth,46,-71,0.211484594,zmwaqiow
U1457,7,FALSE,FALSE,143,13,14,9,8,Lake Stevenmouth,12,38,0.364145658,poqkckro
U1458,1,TRUE,FALSE,64,15,16,11,9,East Steven,99,142,0.509803922,ljteyyab
U1459,6,FALSE,FALSE,193,12,4,9,8,East Timothyhaven,39,165,0.542016807,ushrjoqv
U1460,2,TRUE,TRUE,109,1,1,10,6,Lake Casey,56,248,0.658263305,zkqzpxpx
U1461,6,FALSE,TRUE,199,6,19,19,13,Matthewport,29,126,0.487394958,hctizoku
U1462,4,FALSE,FALSE,123,15,17,0,19,West Alexander,74,265,0.682072829,sbfrobfa
U1463,6,FALSE,TRUE,44,0,0,4,4,Garzafort,53,192,0.579831933,tvundsze
U1464,5,FALSE,FALSE,34,11,9,16,14,Mcphersonburgh,81,43,0.371148459,ryaxtgsc
U1465,1,FALSE,FALSE,112,18,18,17,17,Schneiderport,31,-35,0.261904762,rxrumloj
U1466,8,TRUE,FALSE,124,6,12,10,10,East Julie,82,250,0.661064426,enuysraz
U1467,6,FALSE,FALSE,150,1,2,12,0,Robertomouth,95,223,0.6232493,ujacttey
U1468,9,FALSE,TRUE,197,2,16,16,16,Jacksonstad,68,279,0.701680672,xmqqoojq
U1469,1,FALSE,TRUE,85,3,0,12,7,New Louis,47,131,0.494397759,tvnbzbuj
U1470,9,FALSE,FALSE,42,0,1,13,0,Port Teresa,85,98,0.448179272,ojragtun
U1471,7,TRUE,TRUE,117,5,2,10,9,North Kevinhaven,28,203,0.595238095,ijwrejkd
U1472,1,TRUE,TRUE,151,9,11,15,3,New Juanport,65,181,0.56442577,fabzkict
U1473,7,FALSE,FALSE,9,13,3,11,1,Alexville,58,-37,0.259103641,crnklwhb
U1474,8,FALSE,FALSE,32,12,6,3,7,Lake Dawn,33,47,0.3767507,ructzpbx
U1475,9,FALSE,FALSE,44,9,19,11,15,West Jesse,74,92,0.43977591,tbchirgf
U1476,4,TRUE,FALSE,129,14,9,5,16,North Christopher,43,215,0.612044818,dgbttmha
U1477,3,FALSE,FALSE,0,0,7,0,12,Lake Shelby,31,114,0.470588235,trjlesqt
U1478,4,TRUE,TRUE,178,2,12,9,10,South Amy,85,382,0.845938375,kbmrdpbk
U1479,3,TRUE,FALSE,30,5,9,10,6,Landryshire,52,77,0.418767507,zlytjkrn
U1480,6,FALSE,FALSE,136,18,5,0,4,Ewingburgh,65,198,0.588235294,bkavpghf
U1481,4,TRUE,FALSE,29,8,15,10,7,East Aprilfurt,6,-36,0.260504202,odwjbtct
U1482,2,TRUE,FALSE,177,1,17,5,18,Jamesbury,47,326,0.767507003,hrehznes
U1483,2,TRUE,FALSE,112,15,13,11,0,Nicolemouth,90,135,0.5,bqdgqodv
U1484,8,TRUE,TRUE,179,7,6,16,5,Wilsonport,61,235,0.640056022,nwtatzkr
U1485,3,TRUE,TRUE,115,4,2,4,12,New Christophermouth,69,355,0.808123249,giwatskz
U1486,8,FALSE,FALSE,80,15,3,1,13,Moralesfurt,55,180,0.56302521,utjtxxdb
U1487,7,TRUE,FALSE,32,12,13,16,10,Reevesfort,61,22,0.341736695,gtrmmtry
U1488,5,TRUE,TRUE,123,0,9,9,7,Mcclainfurt,23,206,0.599439776,ijjftcru
U1489,4,FALSE,TRUE,142,3,7,14,4,East Jessica,38,127,0.488795518,nbnviqeh
U1490,6,FALSE,TRUE,158,15,3,7,2,Manningfurt,46,171,0.550420168,odewnkis
U1491,1,FALSE,FALSE,31,5,14,4,11,Rodriguezville,38,71,0.410364146,iwuzvpgg
U1492,4,TRUE,TRUE,11,11,0,18,8,Johnview,17,-42,0.25210084,wibhrvpp
U1493,2,TRUE,FALSE,55,8,5,12,19,North Jonathonberg,3,40,0.366946779,vspngkyh
U1494,4,TRUE,FALSE,113,19,6,0,10,Lake Herbertmouth,78,270,0.68907563,yptfulmm
U1495,8,TRUE,FALSE,74,7,19,9,16,South Rickfurt,84,225,0.62605042,seilhafo
U1496,8,FALSE,TRUE,39,18,12,17,0,Tiffanyburgh,30,-119,0.144257703,rjbcvewr
U1497,1,TRUE,TRUE,141,16,19,7,13,Karenbury,61,242,0.649859944,zewnfycv
U1498,6,TRUE,TRUE,171,11,5,12,2,Joeville,26,160,0.535014006,kflwitpg
U1499,1,TRUE,TRUE,181,8,10,19,0,Brendaport,68,169,0.547619048,jbegcbyo
U1500,7,FALSE,TRUE,97,7,6,2,4,Starkborough,80,274,0.694677871,zpsgppcs
U1501,2,TRUE,TRUE,20,5,13,5,10,Scottburgh,4,81,0.424369748,szjcafxn
U1502,5,TRUE,TRUE,41,19,1,2,2,Thomaschester,99,242,0.649859944,bxlnkytv
U1503,4,TRUE,FALSE,18,0,10,12,2,Aguirrefort,41,28,0.350140056,jmhthzhv
U1504,4,FALSE,TRUE,8,13,19,17,6,Simsstad,38,-101,0.169467787,dfbqvgdc
U1505,5,FALSE,FALSE,90,17,19,19,6,Lake Melanie,99,15,0.331932773,mrsvkxjf
U1506,4,TRUE,FALSE,169,7,0,2,11,North Conniestad,90,407,0.880952381,jvvmehhl
U1507,2,FALSE,FALSE,111,0,2,0,17,North Chelseaburgh,14,224,0.62464986,wizzxqaa
U1508,5,TRUE,TRUE,150,17,12,4,0,Lambtown,91,293,0.721288515,mnovlcsj
U1509,7,TRUE,FALSE,2,9,8,1,4,South Matthew,1,17,0.334733894,uzpncwhw
U1510,8,TRUE,FALSE,73,10,0,0,10,Colemanchester,58,255,0.668067227,jajcscet
U1511,4,FALSE,TRUE,150,2,9,18,4,Barbarachester,53,126,0.487394958,aewmmgon
U1512,4,TRUE,FALSE,179,5,6,13,7,Port Michael,7,119,0.477591036,vhbxscso
U1513,5,TRUE,FALSE,20,13,11,11,2,East Stephanietown,22,-63,0.222689076,vyreolxd
U1514,3,TRUE,FALSE,80,0,4,5,0,Thompsonshire,88,254,0.666666667,kitaqaep
U1515,2,TRUE,FALSE,7,0,11,1,1,Anthonychester,90,214,0.610644258,duafptkl
U1516,1,TRUE,TRUE,81,8,7,10,18,South Jillbury,91,301,0.732492997,jgxnjxkp
U1517,3,FALSE,FALSE,173,11,17,19,18,Lake Jeffreyhaven,2,-6,0.302521008,eaxqjydv
U1518,9,TRUE,TRUE,45,11,13,2,19,Coryfurt,95,347,0.796918768,syztwunh
U1519,3,FALSE,FALSE,3,18,9,12,7,New Karen,94,4,0.316526611,fjeukcwq
U1520,8,TRUE,FALSE,121,4,15,11,19,Lake Connie,47,216,0.613445378,iopbwrbs
U1521,4,TRUE,TRUE,115,13,4,3,18,New Rachel,42,294,0.722689076,dlfkthqg
U1522,2,FALSE,TRUE,63,19,18,0,17,North Michelle,72,215,0.612044818,nywxbnnb
U1523,4,TRUE,TRUE,14,1,11,7,1,Jordanhaven,96,222,0.621848739,xwhruwrs
U1524,6,FALSE,FALSE,2,2,5,0,0,Batesmouth,8,10,0.324929972,wrzkicsg
U1525,1,TRUE,TRUE,72,9,3,6,2,New Deborah,63,199,0.589635854,oelkzoiz
U1526,7,TRUE,FALSE,66,15,2,3,12,Coffeyburgh,98,277,0.698879552,twtlpdvw
U1527,2,FALSE,TRUE,165,17,18,4,2,Odonnellshire,86,240,0.647058824,fkqskyax
U1528,4,FALSE,TRUE,130,17,1,15,13,Lake Samantha,29,74,0.414565826,mtkclgnu
U1529,6,FALSE,FALSE,195,13,2,13,0,Lake James,99,206,0.599439776,tmyuhmaj
U1530,6,FALSE,TRUE,151,9,1,10,15,Port Rickyton,96,333,0.777310924,vjqvxovd
U1531,7,TRUE,TRUE,22,5,1,12,8,Dannybury,96,221,0.620448179,gggmlhar
U1532,8,FALSE,TRUE,112,19,1,0,11,South Brycemouth,47,230,0.633053221,vltxddjy
U1533,5,FALSE,TRUE,104,10,15,12,13,Robertsland,46,121,0.480392157,kquirnvm
U1534,9,FALSE,TRUE,124,11,19,13,11,New Jaclynfurt,48,120,0.478991597,jsqxpipr
U1535,4,TRUE,FALSE,124,10,15,14,10,East Brendamouth,45,102,0.453781513,strzwhfc
U1536,6,FALSE,TRUE,88,15,18,18,4,East Dennisbury,44,-33,0.264705882,bymrgbhl
U1537,2,TRUE,TRUE,75,16,17,19,0,Leonardshire,54,-17,0.287114846,iptaquni
U1538,9,TRUE,FALSE,109,7,5,17,8,South Christopher,14,30,0.352941176,kgsqdlsx
U1539,9,FALSE,FALSE,193,0,14,13,8,Glennfurt,39,171,0.550420168,kjorofuc
U1540,6,TRUE,TRUE,181,1,19,12,0,Danielfurt,94,318,0.756302521,zboewqsq
U1541,4,TRUE,FALSE,121,3,12,19,12,Mossview,53,116,0.473389356,aynfapcs
U1542,5,FALSE,FALSE,101,4,19,2,18,Catherinefort,43,209,0.603641457,gukmdrpi
U1543,6,TRUE,FALSE,187,17,8,3,18,West Donaldton,48,304,0.736694678,oidqmiob
U1544,9,TRUE,FALSE,97,0,12,11,11,East Nicholaschester,39,164,0.540616246,hyooanhe
U1545,7,TRUE,FALSE,106,4,14,17,15,Hughesmouth,95,217,0.614845938,exyxqjcy
U1546,7,TRUE,TRUE,95,19,15,6,5,West Brianaberg,6,61,0.396358543,zdhikfgz
U1547,9,FALSE,TRUE,69,13,19,5,13,Hoffmanchester,74,197,0.586834734,amloykmb
U1548,2,TRUE,TRUE,114,17,17,14,17,Randallchester,96,236,0.641456583,dirafrhr
U1549,4,TRUE,FALSE,117,9,7,12,16,Port Danielshire,94,264,0.680672269,xikunbjm
U1550,3,TRUE,TRUE,71,13,5,2,8,West Thomas,43,208,0.602240896,nyngkpxx
U1551,2,FALSE,TRUE,27,1,14,19,6,Timothyside,23,-66,0.218487395,pqtwkend
U1552,4,TRUE,FALSE,125,16,1,11,5,Nicholeside,26,68,0.406162465,kdtklsel
U1553,2,TRUE,TRUE,96,2,10,9,10,Port Zachary,94,318,0.756302521,vmbunbct
U1554,1,FALSE,FALSE,158,4,10,10,2,Brittanyfort,42,114,0.470588235,xdawqejk
U1555,7,TRUE,TRUE,55,8,3,5,5,Jenniferfort,48,194,0.582633053,vzobykio
U1556,9,FALSE,FALSE,149,5,1,19,11,Amandachester,12,29,0.351540616,ngcyepvi
U1557,9,FALSE,TRUE,171,4,14,7,0,South Sean,37,195,0.584033613,pncicdty
U1558,5,FALSE,TRUE,68,14,11,13,11,Lake Marcus,82,125,0.485994398,poedexfe
U1559,9,FALSE,FALSE,132,14,4,11,15,Elizabethville,62,161,0.536414566,sazohhre
